repo,repo_id,valid_repo,user,user_id,user_type,license,is_oss,is_eol,host,repo_url,repo_owner,repo_owner_url,repo_owner_type,tm_owner,tm_owner_type,eligibility
pyparsing/pyparsing,91262163,True,pyparsing,28690438,Organization,MIT,True,False,,,Pyparsing,,,,,True
pytest-dev/iniconfig,66012563,True,pytest-dev,8897583,Organization,MIT,True,False,,,pytest-dev,https://pytest.org,,,,True
pytest-dev/pytest,37489525,True,pytest-dev,8897583,Organization,MIT,True,False,,https://pytest.org,pytest-dev,https://pytest.org,,,,True
python-cffi/cffi,696427398,True,python-cffi,66461314,Organization,NOASSERTION,False,False,,https://cffi.readthedocs.io/en/latest/,"CFFI, Python's C Foreign Function Interface",https://cffi.readthedocs.io/en/latest/,,,,False
python-distro/distro,47115470,True,python-distro,86745383,Organization,Apache-2.0,True,False,,https://distro.readthedocs.io/,,,,,,True
python-greenlet/greenlet,3003137,True,python-greenlet,1270171,Organization,NOASSERTION,False,False,,,,,,,,False
python-hyper/brotlicffi,43543393,True,python-hyper,13035907,Organization,MIT,True,False,,,Hyper,http://hyper.readthedocs.org,,,,True
python-hyper/h11,57372073,True,python-hyper,13035907,Organization,MIT,True,False,,https://h11.readthedocs.io/,Hyper,http://hyper.readthedocs.org,,,,True
python-hyper/uritemplate,10060003,True,python-hyper,13035907,Organization,NOASSERTION,False,False,,https://uritemplate.readthedocs.io/en/latest/,Hyper,http://hyper.readthedocs.org,,,,False
python-jsonschema/jsonschema,3072629,True,python-jsonschema,100241624,Organization,MIT,True,False,,https://python-jsonschema.readthedocs.io,Python + JSON Schema,,,,,True
python-jsonschema/jsonschema-specifications,582755777,True,python-jsonschema,100241624,Organization,MIT,True,False,,https://jsonschema-specifications.readthedocs.io/,Python + JSON Schema,,,,,True
python-jsonschema/referencing,569027868,True,python-jsonschema,100241624,Organization,MIT,True,False,,https://referencing.readthedocs.io/,Python + JSON Schema,,,,,True
python-pillow/pillow,5171600,True,python-pillow,2036701,Organization,NOASSERTION,False,False,,https://python-pillow.github.io,Pillow,https://python-pillow.github.io,,,,False
python-poetry/poetry-core,238972646,True,python-poetry,48722593,Organization,MIT,True,False,,,Poetry,https://python-poetry.org,,,,True
python-trio/sniffio,142657210,True,python-trio,26335827,Organization,NOASSERTION,False,False,,https://sniffio.readthedocs.io,,,,,,False
python/importlib_metadata,306448340,True,python,1525981,Organization,,False,False,psf,https://importlib-metadata.readthedocs.io,Python,https://www.python.org/,,,,False
python/importlib_resources,306147182,True,python,1525981,Organization,,False,False,psf,,Python,https://www.python.org/,,,,False
python/mypy,7053637,True,python,1525981,Organization,NOASSERTION,False,False,psf,https://www.mypy-lang.org/,Python,https://www.python.org/,,,,False
python/mypy_extensions,165752308,True,python,1525981,Organization,NOASSERTION,False,False,psf,,Python,https://www.python.org/,,,,False
python/typeshed,31696383,True,python,1525981,Organization,NOASSERTION,False,False,psf,,Python,https://www.python.org/,,,,False
python/typing,24604008,True,python,1525981,Organization,NOASSERTION,False,False,psf,https://typing.python.org/en/latest/,Python,https://www.python.org/,,,,False
python/typing_extensions,494077289,True,python,1525981,Organization,NOASSERTION,False,False,psf,,Python,https://www.python.org/,,,,False
python/tzdata,242158882,True,python,1525981,Organization,NOASSERTION,False,False,psf,https://tzdata.python.org/,Python,https://www.python.org/,,,,False
qix-/color-convert,1874305,True,Qix-,885648,User,MIT,True,False,,,Josh Junon,,,,,True
qix-/node-error-ex,41388258,True,Qix-,885648,User,MIT,True,False,,,Josh Junon,,,,,True
qix-/node-is-arrayish,41376759,True,Qix-,885648,User,MIT,True,False,,,Josh Junon,,,,,True
radix-ui/primitives,273499522,True,radix-ui,75042455,Organization,MIT,True,False,,https://radix-ui.com/primitives,Radix,radix-ui.com,,,,True
rapidfuzz/rapidfuzz,243985373,True,rapidfuzz,118009645,Organization,MIT,True,False,,https://rapidfuzz.github.io/RapidFuzz/,RapidFuzz,,,,,True
raszi/node-tmp,2313213,True,raszi,76983,User,MIT,True,False,,,KARASZI István,https://function-artisans.com/,,,,True
raynos/for-each,6006855,True,Raynos,479538,User,MIT,True,False,,,Jake Verbaten,,,,,True
raynos/function-bind,10727014,True,Raynos,479538,User,MIT,True,False,,,Jake Verbaten,,,,,True
raynos/xtend,4419184,True,Raynos,479538,User,MIT,True,False,,,Jake Verbaten,,,,,True
rayon-rs/either,42479602,True,rayon-rs,32576850,Organization,Apache-2.0,True,False,,https://docs.rs/either/,,,,,,True
rayon-rs/rayon,24725038,True,rayon-rs,32576850,Organization,Apache-2.0,True,False,,,,,,,,True
reactivex/rxjs,32247847,True,ReactiveX,6407041,Organization,Apache-2.0,True,False,,https://rxjs.dev,ReactiveX,http://reactivex.io,,,,True
realpython/pytest-mypy,69576530,True,realpython,5448020,Organization,MIT,True,False,,https://pypi.org/project/pytest-mypy/,Real Python,https://realpython.com,,,,True
remix-run/react-router,19872456,True,remix-run,64235328,Organization,MIT,True,False,,https://reactrouter.com,Remix,https://remix.run,,,,True
remusao/tldts,97631656,True,remusao,1299873,User,MIT,True,False,,https://npmjs.com/tldts,Rémi,http://remusao.github.io,,,,True
requests/requests-oauthlib,6825724,True,requests,2805331,Organization,ISC,True,False,,https://requests-oauthlib.readthedocs.org/,,,,,,True
requests/toolbelt,15515181,True,requests,2805331,Organization,NOASSERTION,False,False,,https://toolbelt.readthedocs.org,,,,,,False
retep998/winapi-rs,23853482,True,retep998,666308,User,Apache-2.0,True,False,,https://crates.io/crates/winapi,Peter Atashian,,,,,True
rich-harris/estree-walker,33668779,True,Rich-Harris,1162160,User,MIT,True,False,,,Rich Harris,,,,,True
rich-harris/magic-string,26143240,True,Rich-Harris,1162160,User,MIT,True,False,,,Rich Harris,,,,,True
rob--w/proxy-from-env,52038793,True,Rob--W,1365071,User,MIT,True,False,,,Rob Wu,https://robwu.nl/,,,,True
rollup/plugins,203607977,True,rollup,12554859,Organization,MIT,True,False,,,Rollup,https://rollupjs.org,,,,True
rthalley/dnspython,2261155,True,rthalley,78507,User,NOASSERTION,False,False,,http://www.dnspython.org,Bob Halley,,,,,False
rust-cli/anstyle,493821282,True,rust-cli,37223191,Organization,NOASSERTION,False,False,,https://docs.rs/anstyle,Rust CLI WG,https://github.com/rust-lang-nursery/cli-wg,,,,False
rust-cli/env_logger,96382888,True,rust-cli,37223191,Organization,Apache-2.0,True,False,,https://docs.rs/env_logger,Rust CLI WG,https://github.com/rust-lang-nursery/cli-wg,,,,True
rust-embedded/critical-section,365854323,True,rust-embedded,17707713,Organization,Apache-2.0,True,False,,,Rust Embedded,https://github.com/rust-embedded/wg,,,,True
rust-fuzz/arbitrary,90591032,True,rust-fuzz,25854843,Organization,Apache-2.0,True,False,,https://docs.rs/arbitrary/,Rust Fuzzing Authority,,,,,True
rust-itertools/itertools,22360263,True,rust-itertools,52889150,Organization,Apache-2.0,True,False,,https://docs.rs/itertools/,,,,,,True
rust-lang-deprecated/tempdir,31728565,True,rust-lang-deprecated,14631472,Organization,Apache-2.0,True,False,,http://doc.rust-lang.org/tempdir,,,,,,True
rust-lang-nursery/lazy-static.rs,21157492,True,rust-lang-nursery,14631425,Organization,Apache-2.0,True,False,,,,,,,,True
rust-lang/cc-rs,26039547,True,rust-lang,5430905,Organization,Apache-2.0,True,False,,https://docs.rs/cc,The Rust Programming Language,https://www.rust-lang.org,,,,True
rust-lang/cfg-if,38723660,True,rust-lang,5430905,Organization,Apache-2.0,True,False,,,The Rust Programming Language,https://www.rust-lang.org,,,,True
rust-lang/compiler-builtins,65153793,True,rust-lang,5430905,Organization,NOASSERTION,False,False,,,The Rust Programming Language,https://www.rust-lang.org,,,,False
rust-lang/flate2-rs,21954009,True,rust-lang,5430905,Organization,Apache-2.0,True,False,,https://docs.rs/flate2,The Rust Programming Language,https://www.rust-lang.org,,,,True
rust-lang/futures-rs,55077261,True,rust-lang,5430905,Organization,Apache-2.0,True,False,,https://rust-lang.github.io/futures-rs/,The Rust Programming Language,https://www.rust-lang.org,,,,True
rust-lang/glob,23241722,True,rust-lang,5430905,Organization,Apache-2.0,True,False,,https://doc.rust-lang.org/glob,The Rust Programming Language,https://www.rust-lang.org,,,,True
rust-lang/hashbrown,155119796,True,rust-lang,5430905,Organization,Apache-2.0,True,False,,https://rust-lang.github.io/hashbrown,The Rust Programming Language,https://www.rust-lang.org,,,,True
rust-lang/libc,29197565,True,rust-lang,5430905,Organization,Apache-2.0,True,False,,https://docs.rs/libc,The Rust Programming Language,https://www.rust-lang.org,,,,True
rust-lang/libz-sys,26042019,True,rust-lang,5430905,Organization,Apache-2.0,True,False,,,The Rust Programming Language,https://www.rust-lang.org,,,,True
rust-lang/log,27974762,True,rust-lang,5430905,Organization,Apache-2.0,True,False,,https://docs.rs/log,The Rust Programming Language,https://www.rust-lang.org,,,,True
rust-lang/pkg-config-rs,26042035,True,rust-lang,5430905,Organization,Apache-2.0,True,False,,https://docs.rs/pkg-config,The Rust Programming Language,https://www.rust-lang.org,,,,True
rust-lang/regex,27890669,True,rust-lang,5430905,Organization,Apache-2.0,True,False,,https://docs.rs/regex,The Rust Programming Language,https://www.rust-lang.org,,,,True
rust-lang/rust,724712,True,rust-lang,5430905,Organization,Apache-2.0,True,False,,https://www.rust-lang.org,The Rust Programming Language,https://www.rust-lang.org,,,,True
rust-lang/tempdir,31728565,True,rust-lang-deprecated,14631472,Organization,Apache-2.0,True,False,,http://doc.rust-lang.org/tempdir,,,,,,True
rust-num/num-traits,114705611,True,rust-num,15056109,Organization,Apache-2.0,True,False,,,,,,,,True
rust-phf/rust-phf,15992970,True,rust-phf,85801600,Organization,MIT,True,False,,,,,,,,True
rust-random/getrandom,166545969,True,rust-random,42028081,Organization,Apache-2.0,True,False,,,,,,,,True
rust-random/rand,30227790,True,rust-random,42028081,Organization,NOASSERTION,False,False,,https://crates.io/crates/rand,,,,,,False
rust-random/rand_core,1086593277,True,rust-random,42028081,Organization,Apache-2.0,True,False,,,,,,,,True
rust-random/rngs,209510094,True,rust-random,42028081,Organization,NOASSERTION,False,False,,,,,,,,False
rustcrypto/formats,406051759,True,RustCrypto,22351541,Organization,,False,False,,,Rust Crypto,,,,,False
rustcrypto/hashes,74106774,True,RustCrypto,22351541,Organization,,False,False,,,Rust Crypto,,,,,False
rustcrypto/stream-ciphers,83051505,True,RustCrypto,22351541,Organization,,False,False,,,Rust Crypto,,,,,False
rustcrypto/traits,85605821,True,RustCrypto,22351541,Organization,,False,False,,,Rust Crypto,,,,,False
rustcrypto/utils,77307442,True,RustCrypto,22351541,Organization,,False,False,,,Rust Crypto,,,,,False
rvagg/archived-prr,9151864,True,rvagg,495647,User,MIT,True,False,,,Rod Vagg,http://r.va.gg,,,,True
rvagg/bl,10706095,True,rvagg,495647,User,NOASSERTION,False,False,,,Rod Vagg,http://r.va.gg,,,,False
rvagg/prr,9151864,True,rvagg,495647,User,MIT,True,False,,,Rod Vagg,http://r.va.gg,,,,True
rvagg/through2,11808187,True,rvagg,495647,User,MIT,True,False,,,Rod Vagg,http://r.va.gg,,,,True
ryanzim/universalify,87651180,True,RyanZim,17342435,User,MIT,True,False,,,Ryan Zimmerman,http://www.ryanzim.com,,,,True
salesforce/tough-cookie,2606873,True,salesforce,453694,Organization,BSD-3-Clause,True,False,,,Salesforce,https://opensource.salesforce.com,,,,True
samn/json-stable-stringify,76598131,True,samn,174850,User,NOASSERTION,False,False,,,Sam Neubardt,,,,,False
samverschueren/decode-uri-component,91837954,True,SamVerschueren,1913805,User,MIT,True,False,,,Sam Verschueren,https://twitter.com/SamVerschueren,,,,True
sarugaku/shellingham,137405103,True,sarugaku,39783362,Organization,ISC,True,False,,,猿楽 Sarugaku,https://sarugaku.netlify.com,,,,True
sboudrias/inquirer.js,10114077,True,SBoudrias,923865,User,MIT,True,False,,,Simon Boudrias,https://simonboudrias.com,,,,True
scikit-build/ninja-python-distributions,75102202,True,scikit-build,8144855,Organization,Apache-2.0,True,False,,,,https://scikit-build.org,,,,True
scikit-learn/scikit-learn,843222,True,scikit-learn,365630,Organization,BSD-3-Clause,True,False,numfocus,https://scikit-learn.org,scikit-learn,http://scikit-learn.org,,,,True
scipy/scipy,1460385,True,scipy,288277,Organization,BSD-3-Clause,True,False,numfocus,https://scipy.org,SciPy,http://www.scipy.org/,,,,True
seanmonstar/reqwest,62350380,True,seanmonstar,51479,User,Apache-2.0,True,False,,https://docs.rs/reqwest,Sean McArthur,https://seanmonstar.com,,,,True
sec-ant/readable-stream,569980966,True,Sec-ant,10386119,User,MIT,True,False,,https://www.npmjs.com/package/@sec-ant/readable-stream/v/latest,Ze-Zheng Wu,https://github.com/Sec-ant,,,,True
serde-deprecated/test,670894947,True,serde-deprecated,36771759,Organization,Apache-2.0,True,False,,,,https://github.com/serde-rs,,,,True
serde-rs/bytes,87358441,True,serde-rs,11965399,Organization,Apache-2.0,True,False,,,,https://serde.rs,,,,True
serde-rs/json,35894511,True,serde-rs,11965399,Organization,Apache-2.0,True,False,,,,https://serde.rs,,,,True
serde-rs/serde,14367737,True,serde-rs,11965399,Organization,Apache-2.0,True,False,,https://serde.rs/,,https://serde.rs,,,,True
serde-rs/test,670894947,True,serde-deprecated,36771759,Organization,Apache-2.0,True,False,,,,https://github.com/serde-rs,,,,True
servo/rust-fnv,33499190,True,servo,2566135,Organization,Apache-2.0,True,False,,https://doc.servo.org/fnv/,Servo,https://servo.org,,,,True
servo/rust-smallvec,33456236,True,servo,2566135,Organization,Apache-2.0,True,False,,,Servo,https://servo.org,,,,True
servo/rust-url,14934771,True,servo,2566135,Organization,Apache-2.0,True,False,,https://docs.rs/url/,Servo,https://servo.org,,,,True
shtylman/node-process,7580644,True,defunctzombie,84792,User,MIT,True,False,,,Roman Shtylman,,,,,True
sinclairzx81/sinclair-typebox,1122129819,True,sinclairzx81,3048342,User,NOASSERTION,False,False,,,,,,,,False
sindresorhus/ansi-escapes,40721875,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/array-union,21005682,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/binary-extensions,29771015,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/callsites,18938743,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/camelcase,25116836,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/clean-stack,62838930,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/cli-cursor,23512396,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/crypto-random-string,73665728,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/decamelize,29773710,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/detect-newline,21304485,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/environment,793180075,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/escape-string-regexp,21169121,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/execa,47475908,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/figures,21672939,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/file-type,19105307,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/find-cache-dir,48783244,True,sindresorhus,170270,User,MIT,True,True,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,False
sindresorhus/find-cache-directory,48783244,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/find-up,41723004,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/find-up-simple,714044439,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/get-east-asian-width,711160838,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/get-stream,44264225,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/globals,15186239,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/globby,21069494,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/has-flag,38718671,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/import-fresh,22020904,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/import-local,90292430,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/indent-string,20576837,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/is-binary-path,29771247,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/is-docker,33590534,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/is-fullwidth-code-point,39222301,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/is-inside-container,601943060,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/is-path-inside,21054113,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/is-plain-obj,38923193,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/is-stream,29436825,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/is-unicode-supported,348660847,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/is-wsl,88415331,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/leven,22794601,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/locate-path,74266248,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/log-symbols,21673868,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/lowercase-keys,29769737,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/make-dir,90776169,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/map-obj,25117742,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/meow,25121561,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/mimic-fn,71381729,True,sindresorhus,170270,User,MIT,True,True,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,False
sindresorhus/mimic-function,71381729,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/mimic-response,93189529,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/node-defaults,7985040,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/normalize-url,29094022,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/npm-run-path,48707028,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/object-assign,16457190,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/onetime,14847357,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/open,18469325,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/p-limit,71542716,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/p-locate,74265632,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/p-map,71526722,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/p-try,71534796,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/package-directory,41724281,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/parent-module,50187748,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/parse-json,41367145,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/path-exists,34965664,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/path-is-absolute,30900285,True,sindresorhus,170270,User,MIT,True,True,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,False
sindresorhus/path-key,48706449,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/path-type,41905436,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/pify,41585934,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/pkg-dir,41724281,True,sindresorhus,170270,User,MIT,True,True,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,False
sindresorhus/quick-lru,86679721,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/read-package-up,41842429,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/read-pkg,41790094,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/read-pkg-up,41842429,True,sindresorhus,170270,User,MIT,True,True,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,False
sindresorhus/resolve-cwd,47504070,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/resolve-from,22022707,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/restore-cursor,23512229,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/shebang-regex,30903733,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/slash,11516031,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/string-width,39222730,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/strip-bom,18444852,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/strip-final-newline,47453723,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/strip-indent,18242629,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/strip-json-comments,14468669,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/tagged-tag,795552264,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/to-fast-properties,31656998,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/type-fest,175398594,True,sindresorhus,170270,User,CC0-1.0,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/unicorn-magic,716660564,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sindresorhus/yocto-queue,315531538,True,sindresorhus,170270,User,MIT,True,False,,,Sindre Sorhus,https://sindresorhus.com/apps,,,,True
sinonjs/commons,143001748,True,sinonjs,6570253,Organization,BSD-3-Clause,True,False,,,Sinon.JS,https://sinonjs.org,,,,True
sinonjs/fake-timers,16523712,True,sinonjs,6570253,Organization,BSD-3-Clause,True,False,,,Sinon.JS,https://sinonjs.org,,,,True
smithy-lang/smithy-rs,308027791,True,smithy-lang,133827778,Organization,Apache-2.0,True,False,,,,,,,,True
smithy-lang/smithy-typescript,208319207,True,smithy-lang,133827778,Organization,Apache-2.0,True,False,,,,,,,,True
smol-rs/fastrand,267368764,True,smol-rs,73748432,Organization,Apache-2.0,True,False,,,smol-rs,,,,,True
snowflakedb/snowflake-connector-python,62262074,True,snowflakedb,6453780,Organization,Apache-2.0,True,False,psf,https://pypi.python.org/pypi/snowflake-connector-python/,Snowflake Computing,https://snowflake.com,,,,True
socketio/socket.io,557980,True,socketio,10566080,Organization,MIT,True,False,,https://socket.io,Socket.IO,https://socket.io,,,,True
srijs/rust-crc32fast,157348282,True,srijs,2677165,User,Apache-2.0,True,False,,https://crates.io/crates/crc32fast,Sam Rijs,,,,,True
stebalien/tempfile,33832372,True,Stebalien,310393,User,Apache-2.0,True,False,,http://stebalien.com/projects/tempfile-rs,Steven Allen,https://stebalien.com,,,,True
stefankoegl/python-json-pointer,2133577,True,stefankoegl,184196,User,NOASSERTION,False,False,,https://python-json-pointer.readthedocs.org/,Stefan Kögl,,,,,False
stefanpenner/get-caller-file,48818175,True,stefanpenner,1377,User,ISC,True,False,,,Stefan Penner,http://iamstef.net/,,,,True
storybookjs/storybook,54173593,True,storybookjs,22632046,Organization,MIT,True,False,,https://storybook.js.org,Storybook,https://storybook.js.org,,,,True
stream-utils/destroy,15544623,True,stream-utils,5658229,Organization,MIT,True,False,,,,,,,,True
stream-utils/raw-body,12823654,True,stream-utils,5658229,Organization,MIT,True,False,,,,,,,,True
stream-utils/unpipe,37428186,True,stream-utils,5658229,Organization,MIT,True,False,,,,,,,,True
streamich/memfs,37490572,True,streamich,9773803,User,Apache-2.0,True,False,,http://streamich.github.io/memfs/,Va Da,,,,,True
suguru03/neo-async,27030361,True,suguru03,8013633,User,NOASSERTION,False,False,,,Suguru Motegi,https://medium.com/@suguru.motegi,,,,False
