name,shortname,domain,homepage,github_repo,ecosystem,package,repo_url,category,programming_language,description,created,license,fetched_at
Apache Lucy,attic-lucy,lucy.apache.org,http://lucy.apache.org/,,,,http://git-wip-us.apache.org/repos/asf/lucy.git,"database, retired","C | , |   | P | e | r | l | , |   | R | u | b | y | , |   | G | o",The Apache Lucy search engine library provides full-text search for dynamic programming languages.,2015-05-30,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Marmotta,attic-marmotta,marmotta.apache.org,http://marmotta.apache.org,,,,,retired,J | a | v | a,"The goal of Apache Marmotta is to provide an open implementation of a Linked Data Platform that can be used, extended and deployed easily by organizations who want to publish Linked Data or build cust","2012-12-03, 2012-12-03",h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Mesos,attic-mesos,mesos.apache.org,http://mesos.apache.org,,,,http://svn.apache.org/repos/asf/mesos/trunk/,"cloud, retired",C | + | +,"Apache Mesos is a cluster manager that provides efficient resource isolation 
and sharing across distributed applications, or frameworks. It can run Hadoop, 
MPI, Hypertable, Spark, and other framewor",2014-06-19,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache MetaModel,attic-metamodel,metamodel.apache.org,http://metamodel.apache.org,,,,https://git-wip-us.apache.org/repos/asf/metamodel.git,"database, big-data, library, retired",J | a | v | a,"With MetaModel you get a uniform connector and query API to many very different datastore types, including: Relational (JDBC) databases, CSV files, Excel spreadsheets, XML files, JSON files, Fixed wid",2014-11-27,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache MRUnit,attic-mrunit,mrunit.apache.org,http://mrunit.apache.org,,,,git:http://git-wip-us.apache.org/repos/asf/mrunit.git,"library, retired",J | a | v | a,The Apache MRUnit is a Java library that helps developers unit test Apache Hadoop map reduce jobs.,2009-01-01,h | t | t | p | : | / | / | w | w | w | . | a | p | a | c | h | e | . | o | r | g | / | l | i | c | e | n | s | e | s | / | L | I | C | E | N | S | E | - | 2 | . | 0 | . | t | x | t,2026-06-29T23:06:31+00:00
Apache MXNet,attic-mxnet,mxnet.apache.org,https://mxnet.apache.org,apache/mxnet,,,https://github.com/apache/mxnet,"retired, big-data",C | + | +,"Apache MXNet is a deep learning framework designed for both efficiency and flexibility. It's lightweight, Portable, Flexible Distributed/Mobile Deep Learning with dynamic, mutation-aware data-flow dep",2020-09-15,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache ODE,attic-ode,ode.apache.org,http://ode.apache.org,,,,http://svn.apache.org/repos/asf/ode,"retired, xml, network-server",J | a | v | a,"Apache ODE (Orchestration Director Engine) executes business processes written following the WS-BPEL standard. It talks to web services, sending and receiving messages, handling data manipulation and ",2007-07-31,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Olingo,attic-olingo,olingo.apache.org,http://olingo.apache.org,,,,,"library, retired","J | a | v | a | , |   | J | a | v | a | S | c | r | i | p | t",Apache Olingo is a Java library that implements the Open Data Protocol (OData). Apache Olingo serves client and server aspects of OData. It currently supports OData 2.0 and support OData 4.0 (beta). T,2014-03-28,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Oltu - Parent,attic-oltu_-_parent,oltu.apache.org,https://oltu.apache.org/,,,,https://svn.apache.org/repos/asf/oltu/trunk/parent,"library, retired",J | a | v | a,Apache Oltu is an OAuth protocol implementation in Java.,2010-05-09,h | t | t | p | : | / | / | w | w | w | . | a | p | a | c | h | e | . | o | r | g | / | l | i | c | e | n | s | e | s | / | L | I | C | E | N | S | E | - | 2 | . | 0 | . | t | x | t,2026-06-29T23:06:31+00:00
Apache OODT,attic-oodt,oodt.apache.org,http://oodt.apache.org,,,,https://gitbox.apache.org/repos/asf/oodt.git,"retired, big-data",J | a | v | a,"Apache OODT software is component based, and offers a software architecture beyond simple science applications.",2012-04-14,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Oozie,attic-oozie,oozie.apache.org,http://oozie.apache.org,,,,https://gitbox.apache.org/repos/asf/oozie.git,"retired, big-data","J | a | v | a | , |   | J | a | v | a | S | c | r | i | p | t",Oozie is a workflow scheduler system to manage Apache Hadoop jobs. Oozie is integrated with the rest of the Hadoop stack supporting several types of Hadoop jobs out of the box (such as Java map-reduce,2014-09-15,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Open Climate Workbench,attic-open_climate_workbench,climate.apache.org,http://climate.apache.org,,,,https://gitbox.apache.org/repos/asf/climate.git,"retired, content",P | y | t | h | o | n,"Apache Open Climate Workbench is an effort to develop software that performs climate model evaluation using model outputs from a variety of different sources (the Earth System Grid Federation, the Coo",2013-07-29,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache ORO,attic-oro,jakarta.apache.org,http://jakarta.apache.org/oro/,,,,http://svn.apache.org/repos/asf/jakarta/oro/,"library, regexp, retired",J | a | v | a,"A set of text-processing Java classes that provide Perl5 compatible regular expressions, AWK-like regular expressions, glob expressions, and utility classes for performing substitutions, splits, filte",2006-01-20,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Pivot,attic-pivot,pivot.apache.org,http://pivot.apache.org,,,,http://svn.apache.org/repos/asf/pivot/trunk/,"retired, library",J | a | v | a,"Apache Pivot is an open-source platform for building installable Internet applications (IIAs).
It combines the enhanced productivity and usability features of a modern user interface toolkit with the ",2012-03-26,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Polygene,attic-polygene,polygene.apache.org,https://polygene.apache.org/,,,,http://svn.apache.org/repos/asf/polygene/,"library, retired","J | a | v | a | , |   | C | # | , |   | S | c | a | l | a | , |   | G | r | o | o | v | y | , |   | J | a | v | a | S | c | r | i | p | t","Apache Polygene is a community based effort exploring Composite Oriented Programming for domain centric application development. This includes evolved concepts from Aspect Oriented Programming, Depend",2008-12-17,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Portals,attic-portals,portals.apache.org,http://portals.apache.org,,,,http://svn.apache.org/repos/asf/portals,"web-framework, retired",J | a | v | a,"The Apache Portals project provides various software products, including Apache Jetspeed-2, Apache Pluto, and Apache Portals Applications.",2004-02-18,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache PredictionIO,attic-predictionio,predictionio.apache.org,http://predictionio.apache.org/,,,,https://gitbox.apache.org/repos/asf/predictionio.git,"retired, big-data",S | c | a | l | a,"PredictionIO is an open source Machine Learning Server built on top of state-of-the-art open source stack, that enables developers to manage and deploy production-ready predictive services for various",2016-05-26,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache REEF,attic-reef,reef.apache.org,http://reef.apache.org/,,,,https://gitbox.apache.org/repos/asf/reef.git,"retired, big-data","J | a | v | a | , |   | C | # | , |   | C | + | +","
      Apache REEF (Retainable Evaluator Execution Framework) is a development
      framework that provides a control-plane for scheduling and coordinating
      task-level (data-plane) work on clust",2014-08-12,h | t | t | p | : | / | / | w | w | w | . | a | p | a | c | h | e | . | o | r | g | / | l | i | c | e | n | s | e | s | / | L | I | C | E | N | S | E | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Regexp,attic-regexp,jakarta.apache.org,http://jakarta.apache.org/regexp/,,,,http://svn.apache.org/repos/asf/jakarta/regexp/,"library, regexp, retired",J | a | v | a,100% Pure Java Regular Expression package,2006-01-20,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache River,attic-river,river.apache.org,http://river.apache.org,,,,http://svn.apache.org/repos/asf/river,"retired, javaee",J | a | v | a,"Apache River software provides a JINI service, which is a service oriented architecture that defines a programming model which both exploits and extends Java technology to enable the construction of s",2012-04-14,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache ServiceMix,attic-servicemix,servicemix.apache.org,http://servicemix.apache.org,,,,http://svn.apache.org/repos/asf/servicemix/,"retired, network-client, network-server, xml, osgi","J | a | v | a | , |   | X | M | L | , |   | S | c | a | l | a","Apache ServiceMix is a flexible, open-source integration container that unifies the features and functionality of Apache ActiveMQ, Camel, CXF, and Karaf into a powerful runtime platform you can use to",2015-03-16,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Shale,attic-shale,shale.apache.org,http://shale.apache.org,,,,https://svn.apache.org/repos/asf/shale/,"web-framework, retired",J | a | v | a,"Shale is a modern web application framework, fundamentaly based on JavaServer Faces, and focused on improving ease of use for developers adopting JSF as a foundational technology in their own developm",2006-03-16,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Shindig,attic-shindig,shindig.apache.org,http://shindig.apache.org,,,,http://svn.apache.org/repos/asf/shindig,"javaee, retired",J | a | v | a,"Apache Shindig is a container for hosting social application consisting of four parts:

    Gadget Container JavaScript: core JavaScript foundation for general gadget functionality (read more about ga",2012-04-14,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Sqoop,attic-sqoop,sqoop.apache.org,http://sqoop.apache.org,,,,https://gitbox.apache.org/repos/asf/sqoop.git,"retired, big-data",J | a | v | a,,2014-09-21,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Stanbol,attic-stanbol,stanbol.apache.org,http://stanbol.apache.org,,,,http://svn.apache.org/repos/asf/stanbol/trunk/,"retired, content",J | a | v | a,Apache Stanbol is a modular software stack and reusable set of components for semantic content management.,2010-12-09,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Stratos,attic-stratos,stratos.apache.org,http://stratos.apache.org/,,,,https://git-wip-us.apache.org/repos/asf/stratos.git,"cloud, retired",J | a | v | a,"Apache Stratos is a highly-extensible Platform-as-a-Service (PaaS) framework that helps run Apache Tomcat, PHP, and MySQL applications and can be extended to support many more environments on all majo",2014-06-09,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Submarine,attic-submarine,submarine.apache.org,https://submarine.apache.org,apache/submarine,,,https://github.com/apache/submarine.git,"retired, cloud, java, python, go",J | a | v | a,"Apache Submarine (Submarine for short) is an End-to-End Machine Learning Platform to allow data scientists to create end-to-end machine learning workflows. On Submarine, data scientists can finish eac",2023-09-08,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Tajo,attic-tajo,tajo.apache.org,http://tajo.apache.org,apache/tajo,,,https://github.com/apache/tajo.git,"retired, big-data",J | a | v | a,"
      The main goal of Apache Tajo project is to build an advanced open
      source data warehouse system in Hadoop for processing web-scale data
      sets. Basically, Tajo provides SQL standard as",2014-02-23,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Tiles,attic-tiles,tiles.apache.org,http://tiles.apache.org,,,,http://svn.apache.org/repos/asf/tiles,"web-framework, retired",J | a | v | a,"Apache Tiles™ is a templating framework built to simplify the development of web application user interfaces.

    Tiles allows authors to define page fragments which can be assembled into a 
    comp",2011-09-01,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Traffic Control,attic-traffic_control,trafficcontrol.apache.org,https://trafficcontrol.apache.org,apache/trafficcontrol,,,https://github.com/apache/trafficcontrol.git,"content, cloud, http, network-server, retired",G | o,"With Apache Traffic Control, operators can setup a Content Delivery Network to quickly and efficiently deliver content to their users. Traffic Control is a highly distributed, scalable and redundant s",2021-05-19,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Trafodion,attic-trafodion,trafodion.apache.org,http://trafodion.apache.org,,,,http://gitbox.apache.org/repos/asf/trafodion.git,"retired, big-data",C | + | +,"Trafodion builds on the scalability, elasticity, and flexibility of Hadoop. Trafodion extends Hadoop to provide guaranteed transactional integrity, enabling new kinds of big data applications to run o",2017-12-07,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Tuscany,attic-tuscany,tuscany.apache.org,http://tuscany.apache.org,,,,http://svn.apache.org/repos/asf/tuscany/sca-java-2.x/,"web-framework, retired",J | a | v | a,Apache Tuscany simplifies the task of developing SOA solutions by providing a comprehensive infrastructure for SOA development and management that is based on Service Component Architecture (SCA) stan,2015-01-15,h | t | t | p | : | / | / | w | w | w | . | a | p | a | c | h | e | . | o | r | g | / | l | i | c | e | n | s | e | s | / | L | I | C | E | N | S | E | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache VXQuery,attic-vxquery,vxquery.apache.org,http://vxquery.apache.org/,,,,https://gitbox.apache.org/repos/asf/vxquery.git,"retired, big-data, xml",J | a | v | a,Apache VXQuery will be a standards compliant XML Query processor implemented in Java. The focus is on the evaluation of queries on large amounts of XML data. Specifically the goal is to evaluate queri,2014-10-09,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Whirr,attic-whirr,whirr.apache.org,http://whirr.apache.org,,,,http://svn.apache.org/repos/asf/whirr/,"network-server, retired","J | a | v | a | , |   | B | a | s | h","Apache Whirr is a set of libraries for running cloud services

Whirr provides:
1. A cloud-neutral way to run services. You don't have to worry about the idiosyncrasies of each provider.
2. A common se",2011-11-21,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Wink,attic-wink,wink.apache.org,http://wink.apache.org,,,,http://svn.apache.org/viewvc/wink,"javaee, retired",J | a | v | a,Apache Wink is a simple yet solid framework for building RESTful Web services. It is comprised of a Server module and a Client module for developing and consuming RESTful Web services. ,2014-10-09,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Wookie,attic-wookie,wookie.apache.org,http://wookie.apache.org,,,,http://svn.apache.org/repos/asf/wookie/trunk,"web-framework, retired",J | a | v | a,"Apache Wookie is a Java server application that allows you to upload and deploy widgets for your applications; widgets can not only include all the usual kinds of mini-applications, badges, and gadget",2014-11-25,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Xindice,attic-xindice,xml.apache.org,http://xml.apache.org/xindice/,,,,http://svn.apache.org/repos/asf/xml/xindice/trunk/,"xml, retired",J | a | v | a,Pure Java based native XML database. Supports XPath and XUpdate.,2006-03-27,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Avro,avro,avro.apache.org,https://avro.apache.org,apache/avro,,,https://github.com/apache/avro.git,"library, big-data, data-engineering, integration","C | , |   | C | # | , |   | C | + | + | , |   | J | a | v | a | , |   | J | a | v | a | S | c | r | i | p | t | , |   | P | e | r | l | , |   | P | H | P | , |   | P | y | t | h | o | n | , |   | R | u | b | y | , |   | R | u | s | t",Apache Avro is a data serialization system.,2011-01-11,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Axis2,axis-axis2,axis.apache.org,http://axis.apache.org/axis2/java/core,,,,http://svn.apache.org/repos/asf/axis/axis2/java/core/trunk/,"xml, http, network-server, network-client","J | a | v | a | , |   | C","Apache Axis2 is a toolkit for creating and using Web Services, including SOAP, MTOM, XML/HTTP and advanced WS-* standards such as WSRM and WSSecurity.
    Axis2 includes a very fast runtime engine, to",2007-06-08,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Sandesha2,axis-sandesha2,axis.apache.org,http://axis.apache.org/axis2/java/sandesha/,,,,http://svn.apache.org/repos/asf/axis/axis2/java/sandesha/trunk,xml,J | a | v | a,Apache Sandesha2 is an Axis2 module that implements the WS-ReliableMessaging specification. It can be used both on the client side and on the server side.,2010-12-19,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Beam,beam,beam.apache.org,https://beam.apache.org,,,,,big-data,"J | a | v | a | , |   | P | y | t | h | o | n","Apache Beam is a unified programming model for both batch and streaming data processing, enabling efficient execution across diverse distributed execution engines and providing extensibility points fo",2016-12-21,h | t | t | p | : | / | / | w | w | w | . | a | p | a | c | h | e | . | o | r | g | / | l | i | c | e | n | s | e | s | / | L | I | C | E | N | S | E | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Bigtop,bigtop,bigtop.apache.org,http://bigtop.apache.org/,,,,https://git-wip-us.apache.org/repos/asf/bigtop.git,big-data,J | a | v | a,"Bigtop is a project for the development of packaging and tests of the Apache Hadoop ecosystem. 
                 The primary goal of Bigtop is to build a community around the packaging and interoperab",2012-09-19,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache BookKeeper,bookkeeper,bookkeeper.apache.org,http://bookkeeper.apache.org/,,,,https://git-wip-us.apache.org/repos/asf/bookkeeper.git,big-data,J | a | v | a,"BookKeeper is a reliable replicated log service. It can be used to turn any standalone service into a highly available replicated service. BookKeeper is highly available (no single point of failure), ",2014-11-27,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Brooklyn,brooklyn,brooklyn.apache.org,http://brooklyn.apache.org,,,,https://git-wip-us.apache.org/repos/asf/brooklyn.git,cloud,J | a | v | a,"Brooklyn is about deploying and managing applications: composing a full stack for an application;
        deploying to cloud and non-cloud targets; using monitoring tools to collect key health/perform",2016-02-23,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache bRPC,brpc,brpc.apache.org,https://brpc.apache.org,,,,git://gitbox.apache.org/repos/asf/brpc.git,library,C | + | +,"bRPC is an Industrial-grade RPC framework using C++ Language, which is often used in high performance system such as Search, Storage, Machine learning, Advertisement, Recommendation etc. ""bRPC"" means ",2023-09-07,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Buildstream,buildstream,buildstream.apache.org,https://buildstream.apache.org,,,,,no-tlp-doap,,,,,2026-06-29T23:06:31+00:00
Apache BVal,bval,bval.apache.org,http://bval.apache.org/,,,,https://svn.apache.org/repos/asf/bval/,"javaee, library",J | a | v | a,The goal of the Apache BVal project is to deliver an implementation of the Java Bean Validation Specfication (JSR303/346) which is TCK compliant and works on Java SE 6 or later. The initial codebase f,2012-02-15,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Calcite,calcite,calcite.apache.org,https://calcite.apache.org,,,,https://gitbox.apache.org/repos/asf/calcite.git,"big-data, hadoop, sql, geospatial",J | a | v | a,"Calcite is a framework for writing data management
      systems.  It converts queries, represented in relational algebra,
      into an efficient executable form using pluggable query
      transform",2015-05-27,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Camel,camel,camel.apache.org,https://camel.apache.org/,,,,,"integration, cloud, java, library",J | a | v | a,"Apache Camel is an open source integration framework with 350+ connectors. Write routes in Java, YAML, or XML. Run on Spring Boot, Quarkus, or standalone. Apache License 2.0.",2009-3-19,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache CarbonData,carbondata,carbondata.apache.org,https://carbondata.apache.org,,,,,big-data,"J | a | v | a | , |   | S | c | a | l | a","Apache CarbonData is a new big data file format for faster interactive query using advanced columnar storage, index, compression and encoding techniques to improve computing efficiency, which helps in",2017-11-16,h | t | t | p | : | / | / | w | w | w | . | a | p | a | c | h | e | . | o | r | g | / | l | i | c | e | n | s | e | s | / | L | I | C | E | N | S | E | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Cassandra,cassandra,cassandra.apache.org,http://cassandra.apache.org,,,,http://git-wip-us.apache.org/repos/asf?p=cassandra.git,database,J | a | v | a,Linear scalability and proven fault-tolerance on commodity hardware or cloud infrastructure make Apache Cassandra the perfect platform for mission-critical data. Cassandra's support for replicating ac,2012-04-10,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Causeway,causeway,causeway.apache.org,https://causeway.apache.org,apache/causeway,,,https://github.com/apache/causeway.git,web-framework,J | a | v | a,"Apache Causeway is a framework for rapidly developing domain-driven apps in Java. Write your business logic in entities, domain services and repositories, and the framework dynamically (at runtime) ge",2013-01-03,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Cayenne,cayenne,cayenne.apache.org,https://cayenne.apache.org,apache/cayenne,,,https://github.com/apache/cayenne,"database, library, network-server, network-client, xml, web-framework",J | a | v | a,"Cayenne is a powerful, full-featured, opensource framework created for developers working with relational databases. it seamlessly maps any relational database to Java objects, reducing development ti",2007-01-07,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Celeborn,celeborn,celeborn.apache.org,https://celeborn.apache.org,,,,,no-tlp-doap,,,,,2026-06-29T23:06:31+00:00
Apache Celix,celix,celix.apache.org,https://celix.apache.org,,,,https://gitbox.apache.org/repos/asf/celix.git,network-server,"C | , |   | C | + | +","
      Apache Celix is a framework for C, C++14 and C++17 to develop dynamic modular software applications using component
      and in-process service-oriented programming.
      Apache Celix is insp",2010-11-17,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache CloudStack,cloudstack,cloudstack.apache.org,http://cloudstack.apache.org,,,,https://git-wip-us.apache.org/repos/asf/cloudstack.git,cloud,"J | a | v | a | , |   | P | y | t | h | o | n","Apache CloudStack is open source software designed to deploy and manage large 
        networks of virtual machines, as a highly available, highly scalable Infrastructure as 
        a Service (IaaS) ",2013-03-20,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Community Development,comdev-community_development,community.apache.org,https://community.apache.org/,,,,https://gitbox.apache.org/repos/asf/comdev-site.git,,,,2009,h | t | t | p | s | : | / | / | w | w | w | . | a | p | a | c | h | e | . | o | r | g | / | l | i | c | e | n | s | e | s | / | L | I | C | E | N | S | E | - | 2 | . | 0 | . | t | x | t,2026-06-29T23:06:31+00:00
Apache Commons BCEL,commons-bcel,commons.apache.org,http://commons.apache.org/bcel/,,,,https://gitbox.apache.org/repos/asf/commons-bcel,library,J | a | v | a,"
      The Byte Code Engineering Library is intended to give users a convenient possibility to analyze, create, and manipulate (binary) Java class files (those ending with .class). Classes are represe",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
