repo,year,first_date,last_date
gjduck/e9patch,2025,2025-01-12,2025-12-27
glfw/glfw,2021,2021-01-03,2022-01-01
glfw/glfw,2022,2022-01-02,2022-12-31
glfw/glfw,2023,2023-01-08,2024-01-06
glfw/glfw,2024,2024-01-07,2024-07-27
glfw/glfw,2025,2025-01-12,2025-12-06
glmcdona/process-dump,2021,2021-01-31,2021-02-06
glmcdona/process-dump,2022,2022-01-16,2022-07-30
glmcdona/process-dump,2023,2023-07-30,2023-08-05
glouw/ctl,2021,2021-01-03,2021-07-03
gloxec/crossc2,2021,2021-01-17,2022-01-01
gloxec/crossc2,2022,2022-02-20,2022-06-11
gloxec/crossc2,2023,2023-07-30,2023-08-12
gluster/glusterfs,2021,2021-01-03,2022-01-01
gluster/glusterfs,2022,2022-01-02,2022-12-24
gluster/glusterfs,2023,2023-01-08,2024-01-06
gluster/glusterfs,2024,2024-01-14,2024-12-07
gluster/glusterfs,2025,2025-02-09,2025-11-29
gnab/rtl8812au,2021,2021-04-11,2021-12-11
gnab/rtl8812au,2022,2022-05-08,2022-08-13
gnbdev/opengnb,2021,2021-10-17,2022-01-01
gnbdev/opengnb,2022,2022-01-02,2022-12-10
gnbdev/opengnb,2023,2023-01-01,2023-12-23
gnbdev/opengnb,2024,2024-03-24,2024-09-07
gnbdev/opengnb,2025,2025-02-23,2025-11-29
gnea/grbl,2021,2021-01-17,2021-01-23
gnif/lookingglass,2021,2021-01-03,2022-01-01
gnif/lookingglass,2022,2022-01-02,2022-12-10
gnif/lookingglass,2023,2023-01-01,2024-01-06
gnif/lookingglass,2024,2024-01-21,2025-01-04
gnif/lookingglass,2025,2025-02-09,2025-11-29
gnome/gimp,2021,2021-01-03,2022-01-01
gnome/gimp,2022,2022-01-02,2022-12-31
gnome/gimp,2023,2023-01-01,2024-01-06
gnome/gimp,2024,2024-01-07,2025-01-04
gnome/gimp,2025,2025-01-05,2026-01-03
gnome/glib,2021,2021-01-03,2022-01-01
gnome/glib,2022,2022-01-02,2022-12-31
gnome/glib,2023,2023-01-01,2024-01-06
gnome/glib,2024,2024-01-07,2025-01-04
gnome/glib,2025,2025-01-05,2026-01-03
gnome/gtk,2021,2021-01-03,2022-01-01
gnome/gtk,2022,2022-01-02,2022-12-31
gnome/gtk,2023,2023-01-01,2024-01-06
gnome/gtk,2024,2024-01-07,2025-01-04
gnome/gtk,2025,2025-01-05,2026-01-03
gnss-sdr/gnss-sdr,2021,2021-01-03,2022-01-01
gnss-sdr/gnss-sdr,2022,2022-01-02,2022-12-31
gnss-sdr/gnss-sdr,2023,2023-01-01,2024-01-06
gnss-sdr/gnss-sdr,2024,2024-01-07,2025-01-04
gnss-sdr/gnss-sdr,2025,2025-01-12,2025-04-05
gnucash/gnucash,2021,2021-01-03,2022-01-01
gnucash/gnucash,2022,2022-01-02,2022-12-31
gnucash/gnucash,2023,2023-01-01,2024-01-06
gnucash/gnucash,2024,2024-01-07,2025-01-04
gnucash/gnucash,2025,2025-01-05,2026-01-03
gnuradio/gnuradio,2021,2021-01-03,2022-01-01
gnuradio/gnuradio,2022,2022-01-02,2022-12-31
gnuradio/gnuradio,2023,2023-01-01,2024-01-06
gnuradio/gnuradio,2024,2024-01-07,2025-01-04
gnuradio/gnuradio,2025,2025-01-05,2026-01-03
go-gl/gl,2021,2021-03-07,2021-12-11
go-gl/gl,2023,2023-10-15,2023-10-21
go-gl/glfw,2021,2021-02-28,2021-12-18
go-gl/glfw,2022,2022-03-20,2022-10-22
go-gl/glfw,2023,2023-10-29,2023-12-23
go-gl/glfw,2024,2024-01-07,2024-05-04
go-gl/glfw,2025,2025-02-23,2025-03-01
godlikepanos/anki-3d-engine,2021,2021-01-03,2022-01-01
godlikepanos/anki-3d-engine,2022,2022-01-02,2022-12-31
godlikepanos/anki-3d-engine,2023,2023-01-01,2024-01-06
godlikepanos/anki-3d-engine,2024,2024-01-07,2025-01-04
godlikepanos/anki-3d-engine,2025,2025-01-05,2026-01-03
godot-jolt/godot-jolt,2022,2022-11-13,2022-12-31
godot-jolt/godot-jolt,2023,2023-01-01,2024-01-06
godot-jolt/godot-jolt,2024,2024-01-07,2024-12-21
godot-jolt/godot-jolt,2025,2025-02-02,2025-12-13
godotecs/godex,2021,2021-01-03,2022-01-01
godotecs/godex,2022,2022-01-30,2022-12-17
godotecs/godex,2023,2023-02-19,2023-09-23
godotengine/godot,2021,2021-01-03,2022-01-01
godotengine/godot,2022,2022-01-02,2022-12-31
godotengine/godot,2023,2023-01-01,2024-01-06
godotengine/godot,2024,2024-01-07,2025-01-04
godotengine/godot,2025,2025-01-05,2026-01-03
godotengine/godot-cpp,2021,2021-01-03,2022-01-01
godotengine/godot-cpp,2022,2022-01-02,2022-12-31
godotengine/godot-cpp,2023,2023-01-01,2024-01-06
godotengine/godot-cpp,2024,2024-01-07,2025-01-04
godotengine/godot-cpp,2025,2025-01-05,2025-12-20
godotjs/javascript,2021,2021-03-14,2021-06-12
godotjs/javascript,2022,2022-04-03,2022-10-22
godotjs/javascript,2023,2023-02-19,2023-10-28
godotjs/javascript,2024,2024-01-14,2024-09-28
gojue/ecapture,2022,2022-03-13,2022-12-31
gojue/ecapture,2023,2023-01-01,2024-01-06
gojue/ecapture,2024,2024-01-21,2025-01-04
gojue/ecapture,2025,2025-01-05,2025-12-27
golang-ui/nuklear,2022,2022-08-21,2022-08-27
golang-ui/nuklear,2023,2023-11-12,2023-11-18
golang-ui/nuklear,2025,2025-10-26,2025-11-01
goldendict/goldendict,2021,2021-01-10,2022-01-01
goldendict/goldendict,2022,2022-02-06,2022-12-24
goldendict/goldendict,2023,2023-01-15,2024-01-06
goldendict/goldendict,2024,2024-01-07,2024-12-14
goldendict/goldendict,2025,2025-05-18,2025-10-11
gongminmin/klayge,2021,2021-01-24,2021-09-11
gongminmin/klayge,2022,2022-05-29,2022-12-17
gongminmin/klayge,2023,2023-01-22,2024-01-06
gongminmin/klayge,2024,2024-01-07,2024-10-26
gongminmin/klayge,2025,2025-11-02,2025-11-08
gooddbird/tinyrpc,2021,2021-10-24,2022-01-01
gooddbird/tinyrpc,2022,2022-01-09,2022-12-31
gooddbird/tinyrpc,2023,2023-03-05,2023-09-09
goodtft/lcd-show,2021,2021-01-24,2022-01-01
goodtft/lcd-show,2022,2022-04-10,2022-12-10
goodtft/lcd-show,2023,2023-02-26,2024-01-06
goodtft/lcd-show,2024,2024-01-21,2024-11-02
goodtft/lcd-show,2025,2025-05-18,2025-11-22
google-ai-edge/litert,2024,2024-09-01,2025-01-04
google-ai-edge/litert,2025,2025-01-05,2026-01-03
google-ai-edge/mediapipe,2022,2022-09-04,2022-12-31
google-ai-edge/mediapipe,2023,2023-01-01,2024-01-06
google-ai-edge/mediapipe,2024,2024-01-07,2025-01-04
google-ai-edge/mediapipe,2025,2025-01-05,2025-12-27
google-ar/arcore-android-sdk,2021,2021-02-14,2021-12-11
google-ar/arcore-android-sdk,2022,2022-02-27,2022-12-10
google-ar/arcore-android-sdk,2023,2023-02-26,2023-03-04
google-ar/arcore-android-sdk,2025,2025-05-18,2025-05-24
google-deepmind/lab,2021,2021-01-03,2021-07-17
google-deepmind/lab,2022,2022-01-02,2022-12-17
google-deepmind/lab,2023,2023-01-01,2023-01-07
google-deepmind/mujoco,2021,2021-10-17,2021-12-18
google-deepmind/mujoco,2022,2022-01-30,2022-12-31
google-deepmind/mujoco,2023,2023-01-01,2024-01-06
google-deepmind/mujoco,2024,2024-01-07,2025-01-04
google-deepmind/mujoco,2025,2025-01-05,2026-01-03
google-deepmind/mujoco_mpc,2022,2022-11-27,2022-12-31
google-deepmind/mujoco_mpc,2023,2023-01-01,2024-01-06
google-deepmind/mujoco_mpc,2024,2024-01-07,2024-11-16
google-deepmind/mujoco_mpc,2025,2025-05-11,2025-05-17
google-deepmind/open_spiel,2021,2021-01-03,2022-01-01
google-deepmind/open_spiel,2022,2022-01-02,2022-12-31
google-deepmind/open_spiel,2023,2023-01-01,2024-01-06
google-deepmind/open_spiel,2024,2024-01-07,2024-12-21
google-deepmind/open_spiel,2025,2025-01-05,2026-01-03
google/angle,2021,2021-01-03,2022-01-01
google/angle,2022,2022-01-02,2022-12-24
google/angle,2023,2023-01-01,2024-01-06
google/angle,2024,2024-01-07,2025-01-04
google/angle,2025,2025-01-05,2026-01-03
google/benchmark,2021,2021-02-07,2021-12-18
google/benchmark,2022,2022-01-09,2022-12-24
google/benchmark,2023,2023-01-08,2024-01-06
google/benchmark,2024,2024-01-07,2024-12-14
google/benchmark,2025,2025-01-05,2026-01-03
google/binexport,2021,2021-01-03,2021-11-27
google/binexport,2022,2022-01-02,2022-12-24
google/binexport,2023,2023-01-01,2024-01-06
google/binexport,2024,2024-01-07,2024-11-02
google/binexport,2025,2025-02-23,2025-12-20
google/bloaty,2021,2021-01-24,2021-12-18
google/bloaty,2022,2022-01-23,2022-11-12
google/bloaty,2023,2023-01-22,2023-12-02
google/bloaty,2024,2024-01-14,2024-10-05
google/bloaty,2025,2025-01-12,2025-12-13
google/boringssl,2021,2021-01-03,2022-01-01
google/boringssl,2022,2022-01-02,2022-12-31
google/boringssl,2023,2023-01-01,2024-01-06
google/boringssl,2024,2024-01-07,2025-01-04
google/boringssl,2025,2025-01-05,2026-01-03
google/breakpad,2021,2021-01-03,2021-12-18
google/breakpad,2022,2022-01-02,2022-12-31
google/breakpad,2023,2023-01-15,2024-01-06
google/breakpad,2024,2024-01-07,2024-12-07
google/breakpad,2025,2025-01-12,2026-01-03
google/cpu_features,2021,2021-02-21,2021-12-04
google/cpu_features,2022,2022-01-09,2022-11-05
google/cpu_features,2023,2023-01-08,2023-12-02
google/cpu_features,2024,2024-08-25,2024-12-21
google/cpu_features,2025,2025-02-02,2025-11-29
google/double-conversion,2021,2021-01-24,2021-12-25
google/double-conversion,2022,2022-01-09,2022-09-03
google/double-conversion,2023,2023-02-26,2023-11-04
google/double-conversion,2024,2024-04-21,2024-11-16
google/double-conversion,2025,2025-02-09,2025-12-20
google/draco,2021,2021-01-31,2021-12-18
google/draco,2022,2022-01-09,2022-12-03
google/draco,2023,2023-01-15,2023-02-11
google/draco,2024,2024-01-07,2024-10-19
google/draco,2025,2025-01-26,2025-09-20
google/filament,2021,2021-01-03,2022-01-01
google/filament,2022,2022-01-02,2022-12-24
google/filament,2023,2023-01-01,2024-01-06
google/filament,2024,2024-01-07,2024-12-21
google/filament,2025,2025-01-05,2026-01-03
google/fruit,2021,2021-11-07,2021-11-13
google/fruit,2022,2022-11-06,2022-12-03
google/fruit,2023,2023-01-15,2023-02-04
google/fruit,2024,2024-05-19,2024-06-29
google/fruit,2025,2025-01-26,2025-12-27
google/gemma.cpp,2024,2024-02-18,2024-12-21
google/gemma.cpp,2025,2025-01-12,2025-10-25
google/gemmlowp,2021,2021-01-10,2021-12-25
google/gemmlowp,2022,2022-09-11,2022-09-17
google/gemmlowp,2023,2023-10-22,2023-10-28
google/google-authenticator-libpam,2021,2021-02-21,2021-02-27
google/google-authenticator-libpam,2022,2022-01-30,2022-12-31
google/google-authenticator-libpam,2023,2023-04-30,2023-09-23
google/google-authenticator-libpam,2024,2024-01-14,2024-04-27
google/google-authenticator-libpam,2025,2025-02-09,2025-12-06
google/googletest,2021,2021-01-03,2022-01-01
google/googletest,2022,2022-01-02,2022-12-24
google/googletest,2023,2023-01-01,2023-12-30
google/googletest,2024,2024-01-07,2024-08-03
google/googletest,2025,2025-01-05,2025-11-15
google/highway,2021,2021-01-03,2022-01-01
google/highway,2022,2022-01-02,2022-12-31
google/highway,2023,2023-01-01,2024-01-06
google/highway,2024,2024-01-07,2025-01-04
google/highway,2025,2025-01-05,2025-12-20
google/honggfuzz,2021,2021-01-10,2022-01-01
google/honggfuzz,2022,2022-01-02,2022-12-24
google/honggfuzz,2023,2023-01-01,2024-01-06
google/honggfuzz,2024,2024-07-07,2024-11-16
google/honggfuzz,2025,2025-01-05,2026-01-03
google/ios-webkit-debug-proxy,2021,2021-01-10,2021-08-14
google/ios-webkit-debug-proxy,2022,2022-09-18,2022-09-24
google/ios-webkit-debug-proxy,2023,2023-03-05,2023-09-23
google/ios-webkit-debug-proxy,2024,2024-04-07,2024-08-24
google/ios-webkit-debug-proxy,2025,2025-01-19,2025-07-05
google/leveldb,2021,2021-01-10,2022-01-01
google/leveldb,2022,2022-01-02,2022-07-23
google/leveldb,2023,2023-01-01,2023-04-01
google/leveldb,2024,2024-07-21,2025-01-04
google/leveldb,2025,2025-01-26,2025-02-01
google/libphonenumber,2021,2021-01-03,2021-12-25
google/libphonenumber,2022,2022-01-02,2022-12-24
google/libphonenumber,2023,2023-01-01,2023-12-09
google/libphonenumber,2024,2024-01-07,2024-12-28
google/libphonenumber,2025,2025-01-12,2025-12-20
google/longfellow-zk,2025,2025-04-27,2025-12-20
google/lullaby,2022,2022-11-27,2022-12-03
google/lyra,2021,2021-04-04,2021-06-26
google/lyra,2022,2022-02-06,2022-12-24
google/marl,2021,2021-01-17,2021-12-25
google/marl,2022,2022-01-23,2022-11-26
google/marl,2023,2023-02-05,2023-12-16
google/marl,2024,2024-07-07,2024-12-28
google/marl,2025,2025-01-05,2025-02-22
google/monster-mash,2021,2021-02-21,2021-03-20
google/monster-mash,2023,2023-02-19,2023-02-25
google/mozc-devices,2021,2021-09-12,2021-12-18
google/mozc-devices,2022,2022-06-05,2022-10-08
google/mozc-devices,2023,2023-03-19,2023-09-30
google/mozc-devices,2024,2024-02-25,2024-12-21
google/mozc-devices,2025,2025-09-28,2025-11-08
google/ngx_brotli,2022,2022-04-24,2022-04-30
google/ngx_brotli,2023,2023-08-27,2023-10-14
google/nsjail,2021,2021-01-24,2021-11-27
google/nsjail,2022,2022-02-06,2022-11-26
google/nsjail,2023,2023-01-01,2023-12-02
google/nsjail,2024,2024-02-11,2024-11-02
google/nsjail,2025,2025-01-05,2025-11-29
google/nsync,2022,2022-05-15,2022-06-04
google/nsync,2023,2023-05-21,2024-01-06
google/nsync,2024,2024-04-07,2024-07-27
google/nsync,2025,2025-04-06,2025-11-01
google/oboe,2021,2021-01-03,2021-12-25
google/oboe,2022,2022-01-02,2022-12-24
google/oboe,2023,2023-01-15,2023-12-16
google/oboe,2024,2024-01-14,2024-12-21
google/oboe,2025,2025-01-12,2026-01-03
google/or-tools,2021,2021-01-03,2022-01-01
google/or-tools,2022,2022-01-02,2022-12-31
google/or-tools,2023,2023-01-01,2024-01-06
google/or-tools,2024,2024-01-07,2025-01-04
google/or-tools,2025,2025-01-05,2025-12-27
google/pebble,2024,2024-12-08,2024-12-14
google/pebble,2025,2025-02-09,2025-03-01
google/perfetto,2021,2021-01-03,2021-12-25
google/perfetto,2022,2022-01-02,2022-12-31
google/perfetto,2023,2023-01-01,2024-01-06
google/perfetto,2024,2024-01-07,2025-01-04
google/perfetto,2025,2025-01-05,2026-01-03
google/re2,2021,2021-01-10,2021-12-25
google/re2,2022,2022-01-09,2022-12-10
google/re2,2023,2023-01-22,2023-12-23
google/re2,2024,2024-01-14,2024-10-19
google/re2,2025,2025-06-22,2025-11-08
google/robotstxt,2021,2021-02-28,2021-11-27
google/robotstxt,2022,2022-05-01,2022-10-22
google/robotstxt,2023,2023-02-05,2023-11-18
google/robotstxt,2024,2024-05-19,2024-09-21
google/robotstxt,2025,2025-08-24,2025-12-06
google/rune,2021,2021-11-14,2021-12-11
google/rune,2022,2022-06-19,2022-12-31
google/rune,2023,2023-01-08,2023-12-16
google/rune,2024,2024-03-10,2024-11-16
google/rune,2025,2025-06-29,2025-10-18
google/s2geometry,2021,2021-01-03,2021-12-11
google/s2geometry,2022,2022-01-30,2022-12-24
google/s2geometry,2023,2023-01-01,2023-11-25
google/s2geometry,2024,2024-01-07,2024-12-07
google/s2geometry,2025,2025-02-02,2026-01-03
google/sandboxed-api,2021,2021-01-03,2021-12-25
google/sandboxed-api,2022,2022-01-02,2022-12-24
google/sandboxed-api,2023,2023-01-01,2023-12-30
google/sandboxed-api,2024,2024-01-07,2024-12-21
google/sandboxed-api,2025,2025-01-05,2025-12-20
google/sanitizers,2021,2021-02-07,2021-11-06
google/sanitizers,2022,2022-05-08,2022-10-01
google/sanitizers,2023,2023-01-15,2023-10-07
google/sanitizers,2024,2024-01-07,2024-12-28
google/sanitizers,2025,2025-03-16,2025-12-13
google/security-research,2021,2021-04-04,2021-10-23
google/security-research,2022,2022-02-13,2022-12-03
google/security-research,2023,2023-02-19,2024-01-06
google/security-research,2024,2024-01-07,2024-12-28
google/security-research,2025,2025-01-05,2025-12-20
google/sentencepiece,2021,2021-01-03,2021-12-25
google/sentencepiece,2022,2022-01-23,2022-12-17
google/sentencepiece,2023,2023-01-15,2024-01-06
google/sentencepiece,2024,2024-01-07,2024-12-28
google/sentencepiece,2025,2025-02-02,2025-12-20
google/shaderc,2021,2021-01-03,2022-01-01
google/shaderc,2022,2022-01-09,2022-12-24
google/shaderc,2023,2023-01-01,2024-01-06
google/shaderc,2024,2024-01-21,2024-12-28
google/shaderc,2025,2025-01-05,2025-11-29
google/skia,2021,2021-01-03,2022-01-01
google/skia,2022,2022-01-02,2022-12-24
google/skia,2023,2023-01-01,2024-01-06
google/skia,2024,2024-01-07,2025-01-04
google/skia,2025,2025-01-05,2026-01-03
google/snappy,2021,2021-03-07,2021-12-04
google/snappy,2022,2022-01-09,2022-11-19
google/snappy,2023,2023-03-05,2023-12-30
google/snappy,2024,2024-03-31,2024-08-17
google/snappy,2025,2025-01-26,2025-11-15
google/swiftshader,2021,2021-01-03,2022-01-01
google/swiftshader,2022,2022-01-02,2022-12-24
google/swiftshader,2023,2023-01-15,2023-12-23
google/swiftshader,2024,2024-01-07,2024-12-21
google/swiftshader,2025,2025-01-05,2026-01-03
google/tcmalloc,2021,2021-01-03,2022-01-01
google/tcmalloc,2022,2022-01-02,2022-12-17
google/tcmalloc,2023,2023-01-01,2024-01-06
google/tcmalloc,2024,2024-01-07,2024-12-28
google/tcmalloc,2025,2025-01-05,2025-12-27
google/tensorstore,2021,2021-01-10,2021-12-25
google/tensorstore,2022,2022-01-02,2022-12-17
google/tensorstore,2023,2023-01-01,2024-01-06
google/tensorstore,2024,2024-01-14,2024-12-28
google/tensorstore,2025,2025-01-05,2026-01-03
google/woff2,2022,2022-03-27,2022-04-02
google/woff2,2023,2023-10-22,2023-10-28
google/woff2,2024,2024-07-28,2024-08-03
google/woff2,2025,2025-12-07,2025-12-13
google/wuffs,2021,2021-01-03,2022-01-01
google/wuffs,2022,2022-01-02,2022-12-10
google/wuffs,2023,2023-01-22,2024-01-06
google/wuffs,2024,2024-01-07,2024-12-14
google/wuffs,2025,2025-01-19,2025-11-15
google/xls,2021,2021-01-03,2022-01-01
google/xls,2022,2022-01-02,2022-12-31
google/xls,2023,2023-01-01,2024-01-06
google/xls,2024,2024-01-07,2025-01-04
google/xls,2025,2025-01-05,2026-01-03
google/xnnpack,2021,2021-01-10,2022-01-01
google/xnnpack,2022,2022-01-02,2022-12-31
google/xnnpack,2023,2023-01-01,2024-01-06
google/xnnpack,2024,2024-01-07,2025-01-04
google/xnnpack,2025,2025-01-05,2026-01-03
googleprojectzero/jackalope,2021,2021-01-03,2021-12-11
googleprojectzero/jackalope,2022,2022-01-09,2022-12-24
googleprojectzero/jackalope,2023,2023-01-29,2023-09-16
googleprojectzero/jackalope,2024,2024-01-07,2024-11-30
googleprojectzero/jackalope,2025,2025-01-19,2025-10-11
googleprojectzero/tinyinst,2021,2021-01-03,2021-12-25
googleprojectzero/tinyinst,2022,2022-01-09,2022-12-10
googleprojectzero/tinyinst,2023,2023-06-04,2023-12-23
googleprojectzero/tinyinst,2024,2024-03-17,2024-12-21
googleprojectzero/tinyinst,2025,2025-03-23,2025-04-05
googleprojectzero/winafl,2021,2021-01-24,2021-12-25
googleprojectzero/winafl,2022,2022-01-02,2022-12-24
googleprojectzero/winafl,2023,2023-08-20,2023-09-02
googleprojectzero/winafl,2024,2024-01-07,2024-12-14
googleprojectzero/winafl,2025,2025-03-23,2025-12-06
googlevr/cardboard,2021,2021-04-18,2021-12-11
googlevr/cardboard,2022,2022-01-23,2022-12-10
googlevr/cardboard,2023,2023-02-26,2023-12-09
googlevr/cardboard,2024,2024-03-03,2024-11-23
googlevr/cardboard,2025,2025-02-02,2025-12-13
gosu/gosu,2021,2021-01-17,2021-09-04
gosu/gosu,2022,2022-01-02,2022-12-24
gosu/gosu,2023,2023-03-26,2023-11-04
gosu/gosu,2024,2024-02-25,2024-04-20
gothenburgbitfactory/taskwarrior,2021,2021-01-03,2022-01-01
gothenburgbitfactory/taskwarrior,2022,2022-01-02,2022-12-24
gothenburgbitfactory/taskwarrior,2023,2023-01-01,2023-12-30
gothenburgbitfactory/taskwarrior,2024,2024-01-14,2025-01-04
gothenburgbitfactory/taskwarrior,2025,2025-01-05,2026-01-03
gothenburgbitfactory/timewarrior,2021,2021-01-17,2022-01-01
gothenburgbitfactory/timewarrior,2022,2022-01-02,2022-12-31
gothenburgbitfactory/timewarrior,2023,2023-01-01,2023-12-30
gothenburgbitfactory/timewarrior,2024,2024-01-07,2024-12-07
gothenburgbitfactory/timewarrior,2025,2025-02-02,2025-12-13
gozfree/gear-lib,2021,2021-01-10,2022-01-01
gozfree/gear-lib,2022,2022-01-02,2022-09-17
gozfree/gear-lib,2023,2023-01-22,2023-07-29
gpac/gpac,2021,2021-01-03,2021-12-18
gpac/gpac,2022,2022-01-02,2022-12-31
gpac/gpac,2023,2023-01-01,2023-12-30
gpac/gpac,2024,2024-01-07,2025-01-04
gpac/gpac,2025,2025-01-05,2026-01-03
gperftools/gperftools,2021,2021-01-24,2022-01-01
gperftools/gperftools,2022,2022-01-09,2022-06-04
gperftools/gperftools,2023,2023-06-18,2024-01-06
gperftools/gperftools,2024,2024-01-07,2025-01-04
gperftools/gperftools,2025,2025-01-12,2025-12-20
gpgpu-sim/gpgpu-sim_distribution,2021,2021-02-07,2021-10-23
gpgpu-sim/gpgpu-sim_distribution,2022,2022-01-30,2022-12-10
gpgpu-sim/gpgpu-sim_distribution,2023,2023-02-05,2023-12-23
gpgpu-sim/gpgpu-sim_distribution,2024,2024-01-21,2024-12-14
gpgpu-sim/gpgpu-sim_distribution,2025,2025-01-12,2025-02-15
gphoto/libgphoto2,2021,2021-01-03,2022-01-01
gphoto/libgphoto2,2022,2022-01-02,2022-12-24
gphoto/libgphoto2,2023,2023-01-15,2023-12-23
gphoto/libgphoto2,2024,2024-01-07,2025-01-04
gphoto/libgphoto2,2025,2025-01-05,2026-01-03
gpsnoopy/raytracinginvulkan,2021,2021-01-03,2021-12-04
gpsnoopy/raytracinginvulkan,2022,2022-02-13,2022-06-18
gpsnoopy/raytracinginvulkan,2023,2023-04-16,2023-12-30
gpsnoopy/raytracinginvulkan,2024,2024-04-07,2024-12-28
gpsnoopy/raytracinginvulkan,2025,2025-06-15,2025-06-28
gpuopen-effects/fidelityfx-fsr,2021,2021-07-11,2021-08-21
gpuopen-effects/fidelityfx-fsr2,2022,2022-06-19,2022-10-22
gpuopen-effects/fidelityfx-fsr2,2023,2023-02-12,2023-06-03
gpuopen-librariesandsdks/cauldron,2021,2021-01-31,2021-12-04
gpuopen-librariesandsdks/cauldron,2022,2022-06-12,2022-09-03
gpuopen-librariesandsdks/fidelityfx-sdk,2023,2023-06-25,2023-07-01
gpuopen-librariesandsdks/fidelityfx-sdk,2024,2024-06-30,2024-12-14
gpuopen-librariesandsdks/fidelityfx-sdk,2025,2025-05-04,2025-12-13
gpuopen-librariesandsdks/radeonrays_sdk,2021,2021-01-17,2021-05-15
gpuopen-librariesandsdks/vulkanmemoryallocator,2021,2021-01-10,2021-12-25
gpuopen-librariesandsdks/vulkanmemoryallocator,2022,2022-01-02,2022-12-03
gpuopen-librariesandsdks/vulkanmemoryallocator,2023,2023-01-01,2023-11-18
gpuopen-librariesandsdks/vulkanmemoryallocator,2024,2024-01-14,2025-01-04
gpuopen-librariesandsdks/vulkanmemoryallocator,2025,2025-01-05,2025-11-22
gpuopen-tools/compressonator,2021,2021-01-31,2021-08-07
gpuopen-tools/compressonator,2022,2022-01-02,2022-12-10
gpuopen-tools/compressonator,2023,2023-01-22,2024-01-06
gpuopen-tools/compressonator,2024,2024-01-21,2024-06-15
grahamdumpleton/mod_wsgi,2021,2021-02-07,2021-12-11
grahamdumpleton/mod_wsgi,2022,2022-04-17,2022-12-03
grahamdumpleton/mod_wsgi,2023,2023-02-26,2023-11-25
grahamdumpleton/mod_wsgi,2024,2024-01-14,2024-12-07
