repo,repo_id,score,Binary-Artifacts,Branch-Protection,CI-Tests,CII-Best-Practices,Code-Review,Contributors,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities,Webhooks,date
gnome/libxml2,4537118,4.2,10,0,-1,0,0,10,-1,0,10,9,10,-1,0,0,0,-1,-1,8,,2026-04-27T21:33:32+01:00
gnome/pango,4537144,3.8,10,0,-1,0,0,10,-1,0,0,9,10,-1,0,0,0,-1,-1,10,,2026-04-27T17:12:23+01:00
gnucash/gnucash,7966650,4.9,10,0,10,0,2,10,10,0,0,9,10,-1,0,0,0,0,10,10,,2026-04-06T16:36:40+01:00
gnutls/gnutls,58873704,5.3,10,0,-1,0,0,10,10,0,10,10,10,-1,0,0,10,-1,0,10,,2026-04-27T21:33:37+01:00
gnutls/libtasn1,59017205,3.6,10,0,-1,0,0,10,-1,0,10,9,0,-1,-1,0,0,-1,-1,9,,2026-04-27T21:33:38+01:00
gnutls/nettle,59017402,4.0,10,0,-1,0,0,10,-1,0,0,10,9,-1,-1,0,0,-1,-1,10,,2026-04-27T21:33:39+01:00
gnuton/asuswrt-merlin.ng,175516287,3.6,0,3,0,0,0,10,10,10,10,9,3,-1,0,0,0,0,0,6,,2026-04-07T10:48:37+01:00
go-gl/gl,31151120,4.1,10,0,0,0,8,10,10,0,0,10,3,-1,0,0,0,-1,0,10,,2026-04-07T15:57:34+01:00
go-gl/glfw,10151943,6.0,10,3,4,0,10,10,10,0,0,10,10,-1,0,0,0,-1,10,10,,2026-04-07T11:56:03+01:00
gojue/ecapture,469303019,6.5,10,6,10,0,3,10,10,10,0,10,10,10,0,9,10,0,0,9,,2026-04-06T12:40:02+01:00
golang-ui/nuklear,68863377,3.7,10,0,0,0,10,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T11:57:22+01:00
google/afl,198869255,5.4,5,6,0,0,9,10,-1,0,10,10,0,-1,-1,0,10,-1,-1,10,,2026-04-06T16:37:00+01:00
google/brotli,24993138,7.7,10,4,10,2,6,10,-1,10,10,10,10,-1,-1,8,10,0,-1,10,,2026-04-27T14:56:50+01:00
google/google-authenticator-libpam,73227062,5.4,10,0,0,0,2,10,-1,10,0,10,5,-1,-1,0,10,-1,-1,10,,2026-04-07T10:52:23+01:00
google/ios-webkit-debug-proxy,8165161,3.3,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,10,0,-1,10,,2026-04-06T14:40:36+01:00
google/ngx_brotli,43982690,4.2,10,0,0,0,7,6,-1,0,0,10,0,-1,-1,0,10,-1,-1,10,,2026-04-06T20:36:42+01:00
google/pebble,920267729,2.4,5,0,0,0,1,0,-1,0,10,10,0,-1,-1,0,10,-1,-1,0,,2026-04-06T15:40:19+01:00
google/rune,423747351,3.4,10,0,0,0,1,10,-1,0,0,10,0,-1,0,0,10,-1,-1,10,,2026-04-07T10:55:12+01:00
google/security-research,272394704,5.8,0,3,0,0,0,10,10,10,10,10,10,-1,3,7,10,-1,9,0,,2026-04-06T16:35:34+01:00
google/wuffs,110482267,5.6,9,0,0,0,0,0,10,10,10,9,8,-1,0,4,10,-1,0,10,,2026-04-06T15:42:27+01:00
google/zerocopy,534354967,6.4,0,8,10,0,9,10,10,10,0,10,10,10,8,0,10,0,10,0,,2026-04-27T17:12:28+01:00
googleapis/google-api-python-client,15749269,7.4,10,5,10,0,10,10,10,10,10,10,10,-1,0,0,10,-1,0,9,,2026-04-27T17:12:29+01:00
googleapis/google-auth-library-python,69199387,7.1,10,0,10,0,10,10,10,10,10,10,0,-1,0,5,10,-1,10,7,,2026-04-27T15:05:18+01:00
googleapis/google-cloud-node-core,1052931509,4.9,10,1,10,0,10,10,10,10,0,10,0,-1,0,0,10,-1,0,0,,2026-04-27T17:12:30+01:00
googleapis/google-cloud-python,16316451,7.2,10,,10,0,10,10,10,10,10,10,10,-1,0,0,10,-1,0,5,,2026-05-03T23:26:18+01:00
googleapis/google-resumable-media-python,88091939,6.3,10,5,6,0,4,10,10,10,10,10,0,-1,0,5,10,-1,0,10,,2026-04-27T17:13:11+01:00
googleapis/proto-plus-python,157577168,5.6,10,0,3,0,10,10,-1,0,10,10,0,-1,-1,2,10,-1,-1,10,,2026-04-27T15:52:58+01:00
googleapis/python-api-core,226992456,6.1,10,0,10,0,9,10,-1,0,10,10,0,-1,-1,7,10,-1,-1,10,,2026-04-27T21:33:50+01:00
googleapis/python-crc32c,159736041,6.5,10,0,6,0,10,10,10,10,10,10,0,-1,2,6,10,-1,10,0,,2026-04-27T16:09:51+01:00
googleapis/python-storage,226992639,6.1,10,1,10,0,8,10,-1,10,10,10,0,-1,0,0,10,-1,-1,9,,2026-04-27T21:33:51+01:00
googlechrome/workbox,55424670,5.0,9,1,10,0,2,10,10,10,0,10,10,-1,2,8,0,-1,0,0,,2026-04-27T15:06:33+01:00
googleprojectzero/winafl,62802730,3.9,10,0,0,0,6,10,10,0,0,10,2,-1,0,0,0,-1,0,10,,2026-04-06T19:47:42+01:00
gozala/events,1649251,3.9,10,3,0,0,0,10,-1,0,0,10,0,-1,-1,0,10,-1,-1,10,,2026-04-27T15:53:22+01:00
gpg/libgpg-error,42075984,4.1,10,0,-1,0,0,10,-1,0,0,10,10,-1,-1,0,0,-1,-1,10,,2026-04-27T21:33:57+01:00
gphoto/libgphoto2,40043855,7.7,10,3,8,2,4,10,10,10,10,10,10,-1,7,9,10,8,0,10,,2026-04-07T15:03:05+01:00
gpuopen-effects/fidelityfx-fsr,385642020,2.3,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-06T20:37:59+01:00
gpuopen-effects/fidelityfx-fsr2,506164578,2.0,6,0,-1,0,0,3,-1,0,0,9,0,-1,-1,0,0,0,-1,10,,2026-04-07T10:49:08+01:00
gpuopen-librariesandsdks/vulkanmemoryallocator,94551647,4.7,9,0,10,0,10,10,10,0,0,10,6,-1,0,0,0,-1,0,10,,2026-04-06T17:38:32+01:00
grahamdumpleton/mod_wsgi,15648929,3.7,10,0,0,0,1,10,10,0,0,10,5,-1,0,0,0,-1,0,10,,2026-04-07T17:59:34+01:00
grahamdumpleton/wrapt,10357291,4.1,10,0,-1,0,0,10,10,0,0,10,10,-1,0,0,0,-1,0,9,,2026-04-27T21:33:58+01:00
graphitemaster/incbin,30216244,3.1,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T16:01:18+01:00
graydon/exhaustigen-rs,432630522,2.2,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-27T21:34:15+01:00
greatscottgadgets/hackrf,3681392,5.7,10,3,10,0,10,10,10,10,0,10,10,-1,0,0,0,0,0,10,,2026-04-06T13:42:01+01:00
gregberge/svgr,102155012,4.6,10,1,0,0,6,10,10,10,0,10,0,-1,0,0,0,-1,10,0,,2026-04-27T15:07:17+01:00
grncdr/merge-stream,10579821,3.1,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T21:34:16+01:00
grpc/grpc,27729880,6.5,8,,10,5,8,10,10,10,10,10,10,-1,0,0,9,-1,0,0,,2026-05-03T23:22:42+01:00
gruppio/sonoff-homekit,148889787,2.5,10,0,0,0,0,6,-1,0,0,10,0,-1,0,0,0,-1,-1,10,,2026-04-07T18:03:44+01:00
gsass1/ntop,97338890,3.0,10,0,0,0,3,3,10,0,0,10,0,-1,0,0,0,0,0,10,,2026-04-07T13:01:04+01:00
gsliepen/tinc,1248151,4.7,10,0,-1,0,0,10,10,0,0,9,10,-1,0,0,10,-1,0,10,,2026-04-06T20:37:40+01:00
gsnedders/python-webencodings,7043404,3.4,10,,0,0,2,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-05-03T23:22:49+01:00
gstreamer/gstreamer,47219545,2.9,5,0,-1,0,0,10,-1,0,10,9,10,-1,0,0,0,-1,-1,0,,2026-04-06T18:41:44+01:00
gtworek/psbits,194408180,2.2,0,0,0,0,0,0,-1,0,0,10,7,-1,-1,0,0,-1,-1,10,,2026-04-06T17:36:44+01:00
guanshuicheng/invoice,200155602,1.4,0,0,0,0,0,0,-1,10,0,10,0,-1,-1,0,0,-1,-1,0,,2026-04-07T10:52:11+01:00
guanzhi/gmssl,27359183,3.7,10,0,-1,0,0,6,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-06T14:42:26+01:00
guillaumegomez/doc-comment,127254922,3.0,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T15:05:34+01:00
guinmoon/llmfarm,653734533,1.9,4,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:51:09+01:00
gulpjs/glob-parent,29154915,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:34:25+01:00
gweis/isodate,6449370,3.8,10,0,0,0,0,10,10,0,10,10,0,-1,0,0,0,-1,0,10,,2026-04-27T15:52:38+01:00
gyscos/zstd-rs,52115335,5.4,10,3,5,0,3,10,10,10,10,10,2,-1,0,0,0,-1,0,10,,2026-04-27T17:14:34+01:00
h0mbre/learning-c,208511977,2.9,10,0,0,0,7,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:54:12+01:00
h2o/picohttpparser,330414,4.2,10,0,2,0,5,10,10,0,0,0,10,-1,0,0,0,-1,0,10,,2026-04-07T10:49:40+01:00
hackerschoice/gsocket,296670766,3.0,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,0,0,0,10,,2026-04-07T10:58:58+01:00
hacksysteam/hacksysextremevulnerabledriver,36424832,3.5,10,6,0,0,3,10,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-06T18:50:52+01:00
haileys/doslinux,297071139,2.6,10,0,-1,0,0,0,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T12:56:26+01:00
haileys/jsos,3405516,2.2,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T18:01:03+01:00
hairrrrr/c-crashcourse,238838936,2.2,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T15:02:38+01:00
handbrake/handbrake,41215835,6.2,10,3,10,0,2,10,10,10,0,9,10,-1,0,0,10,8,0,10,,2026-04-06T12:37:15+01:00
handmademath/handmademath,49993383,3.7,10,1,1,0,5,10,10,0,0,10,3,-1,0,0,0,0,0,10,,2026-04-07T12:59:45+01:00
hannorein/rebound,1987576,5.2,10,3,8,0,1,10,10,10,0,10,10,10,0,0,0,0,0,10,,2026-04-07T17:59:03+01:00
hansimov/csapp,297880790,1.5,0,0,0,0,3,6,-1,0,0,0,0,-1,-1,0,0,0,-1,10,,2026-04-07T10:51:03+01:00
hanskristian-work/vkd3d-proton,209527239,4.9,10,3,10,0,9,10,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-06T19:46:39+01:00
hanslub42/rlwrap,17113037,3.0,10,6,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-06T18:48:23+01:00
hanwckf/immortalwrt-mt798x,552482519,2.9,10,0,0,0,1,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T11:55:39+01:00
hanwckf/rt-n56u,108568638,1.8,0,0,0,0,1,10,10,0,10,0,0,-1,0,0,0,0,0,0,,2026-04-06T17:37:42+01:00
hapijs/hoek,5831189,3.8,10,0,0,0,0,10,10,0,0,9,0,-1,0,0,10,-1,0,10,,2026-04-27T17:14:35+01:00
hapostgres/pg_auto_failover,184734634,5.0,10,8,3,0,7,10,10,0,0,9,0,-1,0,0,10,-1,0,9,,2026-04-07T14:55:42+01:00
haproxy/haproxy,128791889,5.0,10,0,-1,0,0,10,10,0,10,9,10,10,0,0,0,-1,0,10,,2026-04-06T14:39:08+01:00
harbourmasters/shipwright,472575717,4.7,10,3,10,0,9,10,10,0,0,0,10,-1,0,0,0,0,0,10,,2026-04-06T16:34:56+01:00
harfbuzz/harfbuzz,5050525,7.7,10,3,9,2,6,10,10,10,10,9,10,-1,10,0,10,0,10,10,,2026-04-27T17:14:38+01:00
harvey-os/harvey,39068568,4.2,8,8,0,0,10,10,10,0,0,10,0,-1,0,0,0,0,0,10,,2026-04-07T13:55:38+01:00
hashcat/hashcat,47409672,4.3,10,0,5,0,10,10,10,0,10,0,7,-1,0,0,0,0,0,5,,2026-04-06T12:36:37+01:00
hashcat/hashcat-legacy,46862438,2.8,10,0,0,0,4,6,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-06T20:36:11+01:00
hashcat/hashcat-utils,46592019,3.2,10,0,6,0,6,6,10,0,0,0,0,-1,0,0,0,0,0,10,,2026-04-07T12:56:38+01:00
hasura/skor,131110697,2.3,10,0,0,0,0,0,-1,0,0,10,0,-1,0,0,0,-1,-1,10,,2026-04-07T15:04:11+01:00
hathach/tinyusb,6860771,5.8,10,5,10,0,6,10,10,0,10,10,10,-1,0,9,0,-1,0,5,,2026-04-06T14:38:00+01:00
haywire/haywire,9534968,1.5,0,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T16:56:19+01:00
heiher/natmap,544053253,4.1,10,0,8,0,1,10,10,0,0,10,7,10,0,0,0,0,0,10,,2026-04-07T10:57:17+01:00
helenos/helenos,106721941,2.6,0,3,0,0,1,10,-1,0,0,0,10,-1,-1,0,0,0,-1,10,,2026-04-07T12:57:07+01:00
henrypp/chrlauncher,46877896,3.3,10,0,0,0,0,6,-1,0,0,10,9,-1,-1,0,0,0,-1,10,,2026-04-07T18:03:29+01:00
henrypp/memreduct,28058713,4.4,10,0,0,0,2,6,-1,0,0,10,10,-1,-1,0,0,8,-1,10,,2026-04-06T13:40:10+01:00
henrypp/simplewall,66016134,5.5,10,3,0,0,0,3,10,0,0,10,10,-1,8,0,0,8,10,10,,2026-04-06T13:41:11+01:00
heterodb/pg-strom,18589213,4.5,10,0,0,0,0,3,10,0,0,9,10,-1,0,0,0,-1,10,8,,2026-04-07T13:58:19+01:00
hexchat/hexchat,4994785,3.4,10,1,0,0,4,10,10,0,0,10,0,-1,0,0,0,0,0,10,,2026-04-06T17:38:09+01:00
hfiref0x/kdu,237723526,4.1,9,0,10,0,1,0,10,0,0,10,10,-1,0,0,0,-1,0,10,,2026-04-06T19:48:53+01:00
hfiref0x/syscalltables,54184869,3.2,10,0,-1,0,0,0,10,0,0,10,5,-1,0,0,0,0,0,10,,2026-04-07T13:58:22+01:00
hfiref0x/tdl,51052584,2.1,6,0,0,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T15:57:04+01:00
hfiref0x/uacme,33031885,2.9,9,0,5,0,0,0,-1,0,0,10,3,-1,-1,0,0,-1,-1,10,,2026-04-06T15:38:10+01:00
hfiref0x/winobjex64,31194828,3.3,8,0,10,0,0,0,10,0,0,10,6,-1,0,0,0,0,0,10,,2026-04-07T10:56:34+01:00
hgpvision/darknet,97708527,2.6,10,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T11:57:21+01:00
hiddentao/fast-levenshtein,9490451,3.1,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T17:14:51+01:00
hifiberry/hifiberry-os,30535654,1.4,0,0,0,0,1,3,-1,0,0,10,0,-1,0,0,0,0,-1,10,,2026-04-07T15:57:01+01:00
hirrolot/datatype99,312137187,3.1,10,0,-1,0,0,3,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-07T13:00:57+01:00
hirrolot/metalang99,296621386,3.2,10,0,-1,0,0,3,10,0,0,10,1,-1,0,0,0,-1,0,10,,2026-04-07T17:59:08+01:00
hishamhm/htop,15884926,3.3,10,0,0,0,4,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T14:42:15+01:00
hlldz/phant0m,90059014,2.2,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:59:27+01:00
hmgle/graftcp,128937968,4.2,10,0,0,0,1,3,-1,10,0,10,10,-1,-1,0,0,0,-1,8,,2026-04-06T19:48:58+01:00
hnes/libaco,139250759,2.6,10,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T17:35:15+01:00
holzschu/ios_system,113187304,3.0,0,0,-1,0,0,6,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-07T18:02:54+01:00
horizon-eda/horizon,80365771,4.3,10,3,10,0,1,10,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-07T15:02:49+01:00
hoverwinter/hit-oslab,24395453,1.3,0,0,-1,0,0,6,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-06T20:36:01+01:00
hoytech/vmtouch,3261980,3.1,10,0,0,0,4,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:55:32+01:00
hpjansson/chafa,130906897,4.9,10,1,-1,0,0,10,10,0,0,10,10,-1,0,0,10,8,0,8,,2026-04-06T16:35:23+01:00
hrvach/deskhop,735426820,4.0,10,0,2,0,6,10,10,0,0,10,10,-1,0,0,0,0,0,7,,2026-04-06T13:42:29+01:00
htop-dev/htop,288082909,5.5,10,0,8,0,4,10,10,10,0,10,10,-1,0,9,0,0,0,10,,2026-04-06T13:41:49+01:00
httperf/httperf,32188829,3.8,10,0,0,0,9,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T18:02:54+01:00
httplib2/httplib2,53002916,5.7,10,3,7,0,0,10,10,10,10,9,0,10,0,0,10,-1,0,9,,2026-04-27T17:15:02+01:00
huangzworks/annotated_redis_source,8574898,1.9,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,0,,2026-04-06T20:35:23+01:00
huangzworks/redis-3.0-annotated,21294600,1.9,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,0,,2026-04-06T13:37:57+01:00
hufrea/byedpi,648386720,3.8,10,0,0,0,0,0,10,0,0,10,10,10,0,0,0,0,0,10,,2026-04-06T18:48:08+01:00
huggingface/huggingface_hub,323591830,6.1,10,6,10,0,8,10,10,0,0,10,10,-1,3,8,0,-1,0,10,,2026-04-27T17:15:04+01:00
huggingface/neuralcoref,96111593,2.9,10,0,0,0,3,10,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-06T18:51:37+01:00
hukkin/tomli,370616797,4.8,10,3,9,0,3,0,10,0,10,10,7,-1,0,0,0,-1,0,10,,2026-04-27T14:56:41+01:00
hummer12007/brightnessctl,54909281,3.0,10,0,0,0,4,3,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T15:56:24+01:00
huntergregal/mimipenguin,86508681,2.5,10,0,0,0,1,6,-1,0,0,9,0,-1,-1,0,0,0,-1,10,,2026-04-06T16:36:57+01:00
hurley25/hurlex-doc,14766320,2.9,10,0,0,0,2,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T18:01:03+01:00
hvml/purc,517884928,4.7,10,0,-1,0,0,6,-1,0,10,10,10,-1,-1,0,0,-1,-1,10,,2026-04-07T17:59:03+01:00
hydradatabase/columnar,516821813,3.7,10,6,0,0,8,10,10,0,0,10,0,-1,0,0,0,-1,0,2,,2026-04-06T18:48:35+01:00
hyperdbg/hyperdbg,231214350,4.8,0,6,10,0,5,10,10,10,0,10,10,-1,0,0,0,0,0,10,,2026-04-06T17:35:18+01:00
hyperic/sigar,123410,2.2,4,0,0,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T12:56:49+01:00
hyperium/http,84983058,5.8,10,8,10,0,6,10,10,0,10,10,7,-1,0,0,0,-1,0,10,,2026-04-27T17:15:05+01:00
hyperium/http-body,183281612,4.3,10,8,4,0,4,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-27T17:15:18+01:00
hyperrealm/libconfig,17386658,4.0,10,0,2,0,4,10,10,0,10,10,1,-1,0,1,0,0,0,10,,2026-04-07T15:56:19+01:00
hypopg/hypopg,37308208,3.4,10,0,3,0,1,10,10,0,0,9,3,-1,0,0,0,0,0,10,,2026-04-07T11:56:59+01:00
hzqst/vmwarehardenedloader,149418201,3.2,9,0,0,0,1,0,-1,0,10,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T20:37:02+01:00
i3/i3,30291090,5.5,10,8,10,0,6,10,10,0,0,10,7,10,0,0,0,-1,0,10,,2026-04-06T13:37:35+01:00
i486/vxkex,831844533,3.3,0,0,-1,0,0,0,10,0,0,0,10,-1,0,0,0,0,9,10,,2026-04-07T11:54:55+01:00
iagox86/hash_extender,5556050,3.6,10,0,0,0,8,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T15:58:17+01:00
ianharvey/bluepy,13698035,3.6,10,0,0,0,10,3,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T11:56:36+01:00
ianlancetaylor/libbacktrace,67875331,2.7,10,0,0,0,0,6,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T16:00:36+01:00
iarna/aproba,31432421,1.8,10,0,0,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,0,,2026-04-27T21:34:30+01:00
ibireme/yyjson,302298095,5.6,10,0,6,0,4,0,10,0,10,10,10,-1,0,0,0,-1,10,10,,2026-04-06T17:35:49+01:00
icholy/ttygif,12060725,4.5,10,3,0,0,7,6,-1,0,0,10,0,-1,-1,0,10,-1,-1,10,,2026-04-06T16:37:24+01:00
id-software/quake,3318531,1.6,4,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-06T14:43:59+01:00
id-software/quake-2,3318174,2.1,9,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-06T17:38:50+01:00
id-software/quake-iii-arena,3318027,0.7,3,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,0,,2026-04-06T13:41:48+01:00
id-software/quake2-rerelease-dll,675738701,2.6,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T20:36:56+01:00
igraph/igraph,8546198,6.3,10,1,10,0,0,10,10,10,10,10,10,-1,0,10,10,0,0,10,,2026-04-07T10:53:39+01:00
iliasam/opensimplelidar,86498013,2.2,8,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-06T19:48:11+01:00
illumos/illumos-gate,894162,3.9,9,3,-1,0,0,10,-1,0,0,0,10,-1,-1,0,0,-1,-1,10,,2026-04-07T10:59:04+01:00
imbushuo/mac-precision-touchpad,101540444,3.6,10,8,0,0,0,10,10,0,0,9,0,-1,0,0,0,0,0,10,,2026-04-06T13:37:59+01:00
immediate-mode-ui/nuklear,224151065,5.1,10,3,8,0,8,10,10,0,0,9,10,-1,0,0,0,-1,0,10,,2026-04-06T13:36:57+01:00
immortalwrt/immortalwrt,203759896,4.0,10,0,-1,0,0,10,-1,0,0,9,10,-1,-1,0,0,-1,-1,10,,2026-04-06T13:37:39+01:00
imoreapps/ffmpeg-avplayer-for-ios-tvos,44173579,1.5,0,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T18:00:30+01:00
import-js/eslint-plugin-import,32238354,5.2,10,1,10,0,3,10,10,0,0,10,10,-1,0,0,10,-1,0,10,,2026-04-27T16:08:09+01:00
imvexed/muon,211175643,1.7,0,0,0,0,3,3,10,0,0,10,0,-1,0,0,0,-1,0,0,,2026-04-06T18:51:12+01:00
indexmap-rs/indexmap,68294628,4.7,10,,10,0,0,10,10,0,0,10,10,-1,0,0,0,-1,0,10,,2026-05-03T23:22:50+01:00
indutny/bn.js,19176350,3.5,10,0,5,0,0,10,10,0,0,10,2,-1,0,0,0,-1,0,10,,2026-04-27T16:07:20+01:00
indygreg/python-zstandard,67307930,4.3,10,0,-1,0,0,3,10,10,0,10,0,-1,8,0,0,0,10,3,,2026-04-27T16:05:48+01:00
inikep/lzbench,45305126,5.0,10,0,8,0,6,10,-1,0,10,9,10,-1,5,0,0,0,-1,10,,2026-04-07T17:59:56+01:00
inikulin/parse5,8862593,6.4,10,1,10,0,3,10,10,10,0,10,10,-1,4,10,10,-1,0,6,,2026-04-27T16:05:26+01:00
inspect-js/array-buffer-byte-length,607836784,4.2,10,,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-05-03T23:22:57+01:00
inspect-js/available-typed-arrays,235965505,4.1,10,1,-1,0,0,10,10,0,0,10,1,-1,0,0,10,-1,0,10,,2026-04-27T17:15:41+01:00
inspect-js/functions-have-names,198357138,4.6,10,,0,0,0,10,10,0,0,10,5,-1,0,0,10,-1,0,10,,2026-05-03T23:23:06+01:00
inspect-js/has-property-descriptors,481834578,4.0,10,1,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T17:15:46+01:00
inspect-js/has-proto,577580747,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:34:44+01:00
inspect-js/has-symbols,68573418,4.0,10,1,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T14:56:10+01:00
inspect-js/has-tostringtag,392913710,4.6,10,1,-1,0,0,10,10,0,0,10,8,-1,0,0,10,-1,0,10,,2026-04-27T15:05:45+01:00
inspect-js/hasown,703350811,4.3,10,0,-1,0,0,10,10,0,0,10,5,-1,0,0,10,-1,0,10,,2026-04-27T14:55:29+01:00
inspect-js/is-accessor-descriptor,41658954,4.1,10,0,-1,0,0,10,10,0,0,10,3,-1,0,0,10,-1,0,10,,2026-04-27T16:09:25+01:00
inspect-js/is-arguments,15725461,4.4,10,1,-1,0,0,10,10,0,0,10,5,-1,0,0,10,-1,0,10,,2026-04-27T17:15:49+01:00
inspect-js/is-array-buffer,45977026,4.7,10,0,-1,0,0,10,10,10,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:34:46+01:00
inspect-js/is-bigint,149682261,4.5,10,,0,0,0,10,10,0,0,10,4,-1,0,0,10,-1,0,10,,2026-05-03T23:23:14+01:00
inspect-js/is-boolean-object,34700259,4.0,10,1,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T17:15:52+01:00
inspect-js/is-callable,30012910,4.2,10,,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-05-03T23:23:26+01:00
inspect-js/is-core-module,24578130,4.1,10,1,-1,0,0,10,10,0,0,10,1,-1,0,0,10,-1,0,10,,2026-04-27T17:15:55+01:00
inspect-js/is-data-descriptor,41659073,4.0,10,1,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T16:09:27+01:00
inspect-js/is-data-view,751048078,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T17:15:55+01:00
inspect-js/is-date-object,29991041,4.0,10,1,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T17:15:58+01:00
inspect-js/is-descriptor,41658845,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T17:15:59+01:00
inspect-js/is-number-object,29991666,4.0,10,1,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T17:15:59+01:00
